country,country_code_3_digit,country_code_2_digit,population,confirmed cases_counts,deaths_counts,source,reported_date
Switzerland,CHE,CH,8544527,284,3,"Epidemic intelligence, national daily data",2020-09-23
Slovakia,SVK,SK,5450421,1,0,"Epidemic intelligence, national daily data",2020-06-30
Ireland,IRL,IE,4904240,778,41,"Epidemic intelligence, national daily data",2020-04-19
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-06-12
Serbia,SRB,RS,6963764,411,9,"Epidemic intelligence, national daily data",2020-04-15
Bosnia and Herzegovina,BIH,BA,3280815,999,20,"Epidemic intelligence, national daily data",2020-10-23
Germany,DEU,DE,83019213,2503,12,"Epidemic intelligence, national daily data",2020-10-01
Serbia,SRB,RS,6963764,383,13,"Epidemic intelligence, national daily data",2020-07-17
Austria,AUT,AT,8858775,0,0,"Epidemic intelligence, national daily data",2020-02-07
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-01-10
North Macedonia,MKD,MK,2077132,67,3,"Epidemic intelligence, national daily data",2020-09-11
San Marino,SMR,SM,34453,1,0,"Epidemic intelligence, national daily data",2020-06-10
Lithuania,LTU,LT,2794184,44,0,"Epidemic intelligence, national daily data",2020-09-12
Albania,ALB,AL,2862427,120,3,"Epidemic intelligence, national daily data",2020-08-17
Guernsey,GGY,GG,64468,3,0,"Epidemic intelligence, national daily data",2020-03-29
France,FRA,FR,67012883,12845,63,"Epidemic intelligence, national daily data",2020-10-01
Finland,FIN,FI,5517919,9,0,"Epidemic intelligence, national daily data",2020-09-01
Bosnia and Herzegovina,BIH,BA,3280815,10,4,"Epidemic intelligence, national daily data",2020-05-27
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-01-05
Azerbaijan,AZE,AZ,10139175,3,0,"Epidemic intelligence, national daily data",2020-03-07
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-01-18
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-01-11
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-01-05
Netherlands,NLD,NL,17282163,0,0,"Epidemic intelligence, national daily data",2020-01-28
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-01-02
Czechia,CZE,CZ,10649800,62,1,"Epidemic intelligence, national daily data",2020-06-12
Cyprus,CYP,CY,875899,8,0,"Epidemic intelligence, national daily data",2020-03-26
Montenegro,MNE,ME,622182,714,2,"Epidemic intelligence, national daily data",2020-09-21
Turkey,TUR,TR,82003882,0,0,"Epidemic intelligence, national daily data",2020-02-13
Germany,DEU,DE,83019213,741,12,"Epidemic intelligence, national daily data",2020-08-05
Greece,GRC,EL,10724599,56,5,"Epidemic intelligence, national daily data",2020-03-31
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-05-19
Denmark,DNK,DK,5806081,34,1,"Epidemic intelligence, national daily data",2020-06-24
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-06-15
Greece,GRC,EL,10724599,3,2,"Epidemic intelligence, national daily data",2020-05-24
Germany,DEU,DE,83019213,785,6,"Epidemic intelligence, national daily data",2020-08-30
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-13
Netherlands,NLD,NL,17282163,6,0,"Epidemic intelligence, national daily data",2020-03-02
Ireland,IRL,IE,4904240,31,5,"Epidemic intelligence, national daily data",2020-06-05
Georgia,GEO,GE,3989175,0,0,"Epidemic intelligence, national daily data",2020-02-15
Netherlands,NLD,NL,17282163,1750,6,"Epidemic intelligence, national daily data",2020-09-18
Russia,RUS,RU,145934460,16521,296,"Epidemic intelligence, national daily data",2020-10-25
North Macedonia,MKD,MK,2077132,26,1,"Epidemic intelligence, national daily data",2020-03-31
Portugal,PRT,PT,10276617,515,35,"Epidemic intelligence, national daily data",2020-04-12
North Macedonia,MKD,MK,2077132,176,9,"Epidemic intelligence, national daily data",2020-06-29
Romania,ROU,RO,19414458,0,0,"Epidemic intelligence, national daily data",2020-02-02
Czechia,CZE,CZ,10649800,295,11,"Epidemic intelligence, national daily data",2020-04-09
North Macedonia,MKD,MK,2077132,196,8,"Epidemic intelligence, national daily data",2020-06-14
Montenegro,MNE,ME,622182,40,1,"Epidemic intelligence, national daily data",2020-07-03
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-01-25
Slovakia,SVK,SK,5450421,265,0,"Epidemic intelligence, national daily data",2020-09-29
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-02-22
Portugal,PRT,PT,10276617,291,2,"Epidemic intelligence, national daily data",2020-08-21
Albania,ALB,AL,2862427,149,4,"Epidemic intelligence, national daily data",2020-10-05
Czechia,CZE,CZ,10649800,78,5,"Epidemic intelligence, national daily data",2020-05-07
Czechia,CZE,CZ,10649800,281,3,"Epidemic intelligence, national daily data",2020-07-25
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-01-23
Czechia,CZE,CZ,10649800,0,0,"Epidemic intelligence, national daily data",2020-01-07
North Macedonia,MKD,MK,2077132,128,6,"Epidemic intelligence, national daily data",2020-07-28
Ukraine,UKR,UA,43733759,5992,106,"Epidemic intelligence, national daily data",2020-10-17
Cyprus,CYP,CY,875899,3,0,"Epidemic intelligence, national daily data",2020-09-11
Slovenia,SVN,SI,2080908,0,0,"Epidemic intelligence, national daily data",2020-05-27
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-09-27
Romania,ROU,RO,19414458,265,28,"Epidemic intelligence, national daily data",2020-04-11
Estonia,EST,EE,1324820,22,0,"Epidemic intelligence, national daily data",2020-09-18
Lithuania,LTU,LT,2794184,3,0,"Epidemic intelligence, national daily data",2020-06-22
Turkey,TUR,TR,82003882,987,18,"Epidemic intelligence, national daily data",2020-08-03
Lithuania,LTU,LT,2794184,5,2,"Epidemic intelligence, national daily data",2020-05-07
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-01-31
Italy,ITA,IT,60359546,379,9,"Epidemic intelligence, national daily data",2020-08-01
Iceland,ISL,IS,356991,2,0,"Epidemic intelligence, national daily data",2020-04-27
Armenia,ARM,AM,2963234,517,19,"Epidemic intelligence, national daily data",2020-06-02
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-03-03
Hungary,HUN,HU,9772756,158,0,"Epidemic intelligence, national daily data",2020-08-30
Romania,ROU,RO,19414458,1298,40,"Epidemic intelligence, national daily data",2020-09-03
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-02-22
Romania,ROU,RO,19414458,238,11,"Epidemic intelligence, national daily data",2020-06-05
Austria,AUT,AT,8858775,281,0,"Epidemic intelligence, national daily data",2020-08-31
Ireland,IRL,IE,4904240,59,0,"Epidemic intelligence, national daily data",2020-05-26
Finland,FIN,FI,5517919,33,4,"Epidemic intelligence, national daily data",2020-06-01
Turkey,TUR,TR,82003882,0,0,"Epidemic intelligence, national daily data",2020-02-05
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-01-23
Romania,ROU,RO,19414458,337,28,"Epidemic intelligence, national daily data",2020-04-16
Slovenia,SVN,SI,2080908,36,4,"Epidemic intelligence, national daily data",2020-04-09
United Kingdom,GBR,UK,66647112,0,0,"Epidemic intelligence, national daily data",2020-01-21
Lithuania,LTU,LT,2794184,15,1,"Epidemic intelligence, national daily data",2020-05-20
San Marino,SMR,SM,34453,17,0,"Epidemic intelligence, national daily data",2020-03-20
Lithuania,LTU,LT,2794184,2,0,"Epidemic intelligence, national daily data",2020-06-04
Austria,AUT,AT,8858775,0,0,"Epidemic intelligence, national daily data",2020-01-15
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-01-26
Lithuania,LTU,LT,2794184,8,0,"Epidemic intelligence, national daily data",2020-06-20
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-02-24
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-03-14
Albania,ALB,AL,2862427,83,4,"Epidemic intelligence, national daily data",2020-07-13
Serbia,SRB,RS,6963764,0,0,"Epidemic intelligence, national daily data",2020-02-24
Norway,NOR,NO,5328212,286,0,"Epidemic intelligence, national daily data",2020-03-15
Monaco,MCO,MC,33085,1,0,"Epidemic intelligence, national daily data",2020-03-25
Croatia,HRV,HR,4076246,2242,16,"Epidemic intelligence, national daily data",2020-10-25
Netherlands,NLD,NL,17282163,117,4,"Epidemic intelligence, national daily data",2020-06-18
Gibraltar,GIB,GI,33691,9,0,"Epidemic intelligence, national daily data",2020-03-30
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-01-07
Czechia,CZE,CZ,10649800,52,0,"Epidemic intelligence, national daily data",2020-06-13
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-01-22
Kosovo,,,1798506,37,0,"Epidemic intelligence, national daily data",2020-04-21
North Macedonia,MKD,MK,2077132,0,0,"Epidemic intelligence, national daily data",2020-03-09
Spain,ESP,ES,46937060,396,0,"Epidemic intelligence, national daily data",2020-06-13
Slovakia,SVK,SK,5450421,3,0,"Epidemic intelligence, national daily data",2020-05-16
Slovenia,SVN,SI,2080908,8,0,"Epidemic intelligence, national daily data",2020-07-14
Azerbaijan,AZE,AZ,10139175,162,2,"Epidemic intelligence, national daily data",2020-08-22
Norway,NOR,NO,5328212,146,1,"Epidemic intelligence, national daily data",2020-09-19
Serbia,SRB,RS,6963764,82,2,"Epidemic intelligence, national daily data",2020-09-18
Switzerland,CHE,CH,8544527,155,45,"Epidemic intelligence, national daily data",2020-04-22
Belarus,BLR,BY,9449321,0,0,"Epidemic intelligence, national daily data",2020-02-26
Estonia,EST,EE,1324820,6,0,"Epidemic intelligence, national daily data",2020-05-28
Armenia,ARM,AM,2963234,662,10,"Epidemic intelligence, national daily data",2020-07-03
Belgium,BEL,BE,11455519,108,5,"Epidemic intelligence, national daily data",2020-06-19
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-02-02
Poland,POL,PL,37972812,9291,107,"Epidemic intelligence, national daily data",2020-10-21
France,FRA,FR,67012883,433,80,"Epidemic intelligence, national daily data",2020-05-10
Spain,ESP,ES,46937060,301,9,"Epidemic intelligence, national daily data",2020-06-30
Iceland,ISL,IS,356991,9,0,"Epidemic intelligence, national daily data",2020-08-25
Greece,GRC,EL,10724599,212,3,"Epidemic intelligence, national daily data",2020-08-20
Greece,GRC,EL,10724599,0,0,"Epidemic intelligence, national daily data",2020-01-06
Netherlands,NLD,NL,17282163,0,0,"Epidemic intelligence, national daily data",2020-01-04
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-02-18
Ireland,IRL,IE,4904240,7,1,"Epidemic intelligence, national daily data",2020-06-18
Cyprus,CYP,CY,875899,11,0,"Epidemic intelligence, national daily data",2020-08-22
Azerbaijan,AZE,AZ,10139175,279,6,"Epidemic intelligence, national daily data",2020-08-02
Albania,ALB,AL,2862427,117,2,"Epidemic intelligence, national daily data",2020-07-14
Azerbaijan,AZE,AZ,10139175,0,0,"Epidemic intelligence, national daily data",2020-01-17
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-01-15
Belarus,BLR,BY,9449321,906,5,"Epidemic intelligence, national daily data",2020-05-30
Romania,ROU,RO,19414458,0,0,"Epidemic intelligence, national daily data",2020-01-20
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-03-14
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-09-21
Italy,ITA,IT,60359546,3047,433,"Epidemic intelligence, national daily data",2020-04-20
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-06-19
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-01-24
Slovakia,SVK,SK,5450421,10,0,"Epidemic intelligence, national daily data",2020-05-09
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-01-08
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-26
Liechtenstein,LIE,LI,38378,1,0,"Epidemic intelligence, national daily data",2020-09-29
Slovenia,SVN,SI,2080908,0,0,"Epidemic intelligence, national daily data",2020-02-17
Cyprus,CYP,CY,875899,0,0,"Epidemic intelligence, national daily data",2020-01-24
Lithuania,LTU,LT,2794184,3,0,"Epidemic intelligence, national daily data",2020-07-05
Germany,DEU,DE,83019213,2337,227,"Epidemic intelligence, national daily data",2020-04-24
Iceland,ISL,IS,356991,0,0,"Epidemic intelligence, national daily data",2020-07-21
Sweden,SWE,SE,10230185,171,0,"Epidemic intelligence, national daily data",2020-09-06
United Kingdom,GBR,UK,66647112,1079,86,"Epidemic intelligence, national daily data",2020-06-02
Czechia,CZE,CZ,10649800,8617,36,"Epidemic intelligence, national daily data",2020-10-10
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-05-18
Azerbaijan,AZE,AZ,10139175,332,9,"Epidemic intelligence, national daily data",2020-07-25
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-01-28
Luxembourg,LUX,LU,613894,216,2,"Epidemic intelligence, national daily data",2020-10-06
Albania,ALB,AL,2862427,72,2,"Epidemic intelligence, national daily data",2020-06-29
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-07-13
Poland,POL,PL,37972812,437,7,"Epidemic intelligence, national daily data",2020-09-07
Andorra,AND,AD,76177,6,4,"Epidemic intelligence, national daily data",2020-04-01
Albania,ALB,AL,2862427,8,0,"Epidemic intelligence, national daily data",2020-05-05
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-02-15
Estonia,EST,EE,1324820,10,0,"Epidemic intelligence, national daily data",2020-05-27
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-01-14
Slovakia,SVK,SK,5450421,1,0,"Epidemic intelligence, national daily data",2020-05-04
Slovenia,SVN,SI,2080908,13,2,"Epidemic intelligence, national daily data",2020-06-24
Sweden,SWE,SE,10230185,63,0,"Epidemic intelligence, national daily data",2020-08-17
Albania,ALB,AL,2862427,139,6,"Epidemic intelligence, national daily data",2020-08-06
Iceland,ISL,IS,356991,49,0,"Epidemic intelligence, national daily data",2020-04-01
Bosnia and Herzegovina,BIH,BA,3280815,44,1,"Epidemic intelligence, national daily data",2020-04-19
Croatia,HRV,HR,4076246,3,0,"Epidemic intelligence, national daily data",2020-06-18
France,FRA,FR,67012883,3602,9,"Epidemic intelligence, national daily data",2020-08-23
Portugal,PRT,PT,10276617,315,2,"Epidemic intelligence, national daily data",2020-09-07
Spain,ESP,ES,46937060,5479,12,"Epidemic intelligence, national daily data",2020-08-14
Iceland,ISL,IS,356991,2,0,"Epidemic intelligence, national daily data",2020-06-27
Serbia,SRB,RS,6963764,94,1,"Epidemic intelligence, national daily data",2020-06-19
Poland,POL,PL,37972812,411,22,"Epidemic intelligence, national daily data",2020-05-15
Russia,RUS,RU,145934460,440,7,"Epidemic intelligence, national daily data",2020-04-02
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-08-18
Guernsey,GGY,GG,64468,1,0,"Epidemic intelligence, national daily data",2020-05-02
Iceland,ISL,IS,356991,22,0,"Epidemic intelligence, national daily data",2020-09-28
Estonia,EST,EE,1324820,2,0,"Epidemic intelligence, national daily data",2020-09-01
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-03-01
Azerbaijan,AZE,AZ,10139175,27,0,"Epidemic intelligence, national daily data",2020-03-30
Croatia,HRV,HR,4076246,11,3,"Epidemic intelligence, national daily data",2020-05-06
Netherlands,NLD,NL,17282163,65,0,"Epidemic intelligence, national daily data",2020-06-23
Sweden,SWE,SE,10230185,916,1,"Epidemic intelligence, national daily data",2020-10-14
Sweden,SWE,SE,10230185,1180,1,"Epidemic intelligence, national daily data",2020-10-17
Latvia,LVA,LV,1919968,7,0,"Epidemic intelligence, national daily data",2020-07-09
Netherlands,NLD,NL,17282163,534,30,"Epidemic intelligence, national daily data",2020-03-21
Switzerland,CHE,CH,8544527,52,0,"Epidemic intelligence, national daily data",2020-06-26
Lithuania,LTU,LT,2794184,12,2,"Epidemic intelligence, national daily data",2020-05-24
Guernsey,GGY,GG,64468,10,0,"Epidemic intelligence, national daily data",2020-04-10
Croatia,HRV,HR,4076246,0,0,"Epidemic intelligence, national daily data",2020-01-20
Czechia,CZE,CZ,10649800,1159,3,"Epidemic intelligence, national daily data",2020-09-10
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-10-19
Cyprus,CYP,CY,875899,8,0,"Epidemic intelligence, national daily data",2020-09-17
Cyprus,CYP,CY,875899,7,0,"Epidemic intelligence, national daily data",2020-04-27
Austria,AUT,AT,8858775,0,0,"Epidemic intelligence, national daily data",2020-02-17
France,FRA,FR,67012883,597,52,"Epidemic intelligence, national daily data",2020-05-30
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-09-26
North Macedonia,MKD,MK,2077132,45,4,"Epidemic intelligence, national daily data",2020-09-29
Austria,AUT,AT,8858775,0,0,"Epidemic intelligence, national daily data",2020-02-05
Slovenia,SVN,SI,2080908,53,1,"Epidemic intelligence, national daily data",2020-09-04
Spain,ESP,ES,46937060,248,1,"Epidemic intelligence, national daily data",2020-06-23
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-01-25
Montenegro,MNE,ME,622182,58,0,"Epidemic intelligence, national daily data",2020-07-11
Cyprus,CYP,CY,875899,35,0,"Epidemic intelligence, national daily data",2020-10-11
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-01-08
Albania,ALB,AL,2862427,71,3,"Epidemic intelligence, national daily data",2020-07-07
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-05-29
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-01-03
Jersey,JEY,JE,107796,3,0,"Epidemic intelligence, national daily data",2020-08-15
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-05-12
